jellyfish-690sw,C90,33,7,0.0333333333333,0.0128205128205,0.0027195027195,11890,0.688488;0.842105263158,0.974358974359,0.878947368421,1.00769230769,0.884210526316,0.946153846154,0.931578947368,1.02307692308,0.857894736842,0.935897435897,0.984210526316,1.00769230769,0.831578947368,0.935897435897,0.978947368421,1.00512820513,0.842105263158,0.989743589744,0.947368421053,1.03333333333,0.947368421053,0.948717948718,0.968421052632,1.00512820513,0.815789473684,0.928205128205,0.926315789474,1.00769230769,0.884210526316,0.907692307692,0.926315789474,0.941025641026,0.884210526316
jellyfish-690sw,MAX_CPU_N,33,16,0.384210526316,0.227462887989,0.110285036601,12020,0.688488;1.28947368421,1.0,0.889473684211,0.746153846154,1.36842105263,1.10512820513,0.936842105263,0.75641025641,1.31578947368,1.09230769231,0.873684210526,0.774358974359,1.38421052632,1.0641025641,0.884210526316,0.817948717949,1.34210526316,1.1,1.0,0.776923076923,1.34210526316,1.07692307692,0.952631578947,0.766666666667,1.33157894737,1.11282051282,0.894736842105,0.853846153846,1.27894736842,1.05128205128,0.910526315789,0.810256410256,1.38421052632
fattree-405sw,WATERFALL,20,0,0,0,0,15930,46.749032;0,0.948717948718,0.994736842105,0.971794871795,0,0.974358974359,0.523684210526,0.991025641026,0,0.917948717949,0,0.965384615385,0,0.974358974359,0.960526315789,0.971794871795,0,0.930769230769,0.994736842105,0.997435897436,0,0.974358974359,0.994736842105,0.958974358974,0,0.974358974359,0.994736842105,0.948717948718,0
fattree-405sw,BALANCED,29,15,1.04210526316,0.584210526316,0.302177858439,17890,0.658584;1.97368421053,0.758974358974,1.08947368421,0.476923076923,1.87368421053,0.84358974359,1.20526315789,0.55641025641,1.84210526316,0.810256410256,1.03157894737,0.533333333333,1.97368421053,0.84358974359,1.2,0.476923076923,1.94210526316,0.764102564103,1.2,0.55641025641,1.93157894737,0.758974358974,1.2,0.55641025641,2.04210526316,0.789743589744,1.32631578947,0.474358974359,1.93157894737
fattree-405sw,MAX_CPU,29,14,1.02105263158,0.814439946019,0.393177904975,16820,0.658584;0.857894736842,0.764102564103,2.02105263158,1.54358974359,0.931578947368,0.794871794872,1.98947368421,1.70512820513,0.857894736842,0.764102564103,2.02105263158,1.53076923077,0.857894736842,0.802564102564,1.98947368421,1.57692307692,0.931578947368,0.794871794872,2.02105263158,1.54358974359,0.931578947368,0.794871794872,1.92105263158,1.77435897436,0.789473684211,0.717948717949,2.02105263158,1.74358974359,0.857894736842
fattree-405sw,C90,28,1,0.00512820512821,0.00512820512821,0.00018315018315,17110,0.658584;0.857894736842,0.810256410256,0.878947368421,0.830769230769,0.889473684211,0.925641025641,0.931578947368,0.802564102564,0.857894736842,0.887179487179,0.994736842105,0.830769230769,0.747368421053,0.887179487179,0.994736842105,0.830769230769,0.889473684211,0.802564102564,0.815789473684,1.00512820513,0.889473684211,0.894871794872,0.984210526316,0.946153846154,0,0.925641025641,0.984210526316,0.946153846154,0.889473684211
fattree-405sw,MAX_CPU_N,28,15,0.415789473684,0.193891138102,0.103870252554,18210,0.658584;1.27368421053,1.05128205128,0.863157894737,0.64358974359,1.20526315789,1.05128205128,0.926315789474,0.7,1.24736842105,1.05128205128,0.805263157895,0.612820512821,1.34736842105,1.05128205128,0.863157894737,0.64358974359,1.27368421053,1.07948717949,0.926315789474,0.64358974359,1.41578947368,1.04615384615,0.926315789474,0.728205128205,1.34736842105,1.05128205128,0,0.728205128205,1.41578947368
rocketfuel-318sw,WATERFALL,4,4,0.279487179487,0.270681511471,0.270681511471,310,8.840516;1.25263157895,1.27692307692,1.27368421053,1.27948717949
rocketfuel-318sw,BALANCED,4,4,1.53684210526,0.854385964912,0.854385964912,900,0.614307;2.24736842105,1.27435897436,2.53684210526,1.35897435897
rocketfuel-318sw,MAX_CPU,4,4,2.13684210526,0.988529014845,0.988529014845,700,0.614307;1.27368421053,1.18205128205,3.13684210526,2.36153846154
rocketfuel-318sw,C90,4,4,0.779487179487,0.595107962213,0.595107962213,440,0.614307;1.40526315789,1.77948717949,1.73157894737,1.4641025641
rocketfuel-318sw,MAX_CPU_N,4,4,0.871794871795,0.626113360324,0.626113360324,400,0.614307;1.60526315789,1.45897435897,1.56842105263,1.87179487179
jellyfish-250sw,WATERFALL,6,2,0.00769230769231,0.00512820512821,0.0017094017094,3220,24.754161;0,0.992307692308,0,1.00769230769,0,1.00256410256,0.997368421053,0.994871794872,0,0.989743589744
jellyfish-250sw,BALANCED,10,5,0.773684210526,0.491578947368,0.245789473684,3760,0.615237;1.77368421053,0.735897435897,1.18421052632,0.533333333333,1.61052631579,0.848717948718,1.17894736842,0.515384615385,1.71052631579,0.794871794872
jellyfish-250sw,MAX_CPU,10,4,0.936842105263,0.7495951417,0.29983805668,3570,0.615237;0.847368421053,0.75641025641,1.8,1.61025641026,0.836842105263,0.738461538462,1.93684210526,1.65128205128,0.784210526316,0.766666666667
jellyfish-250sw,C90,10,0,0,0,0,3590,0.615237;0.757894736842,0.907692307692,0.978947368421,0.933333333333,0.810526315789,0.825641025641,0.921052631579,0.920512820513,0.768421052632,0.835897435897
jellyfish-250sw,MAX_CPU_N,10,5,0.126315789474,0.0625101214575,0.0312550607287,3770,0.615237;1.12631578947,1.01025641026,0.8,0.684615384615,1.06842105263,1.01282051282,0.8,0.723076923077,1.09473684211,0.992307692308
jellyfish-190sw,WATERFALL,6,0,0,0,0,2340,15.883086;0,0.971794871795,0,0.99358974359,0,0.923076923077,0,0.976923076923,0,0.682051282051,0,0.933333333333
jellyfish-190sw,BALANCED,12,4,0.573684210526,0.430263157895,0.143421052632,3000,0.598658;1.57368421053,0.697435897436,1.11052631579,0.489743589744,1.50526315789,0.717948717949,0.968421052632,0.405128205128,1.53157894737,0.687179487179,0.968421052632,0.448717948718
jellyfish-190sw,MAX_CPU,12,6,0.578947368421,0.470985155196,0.235492577598,2980,0.598658;0.715789473684,0.633333333333,1.57894736842,1.44871794872,0.715789473684,0.638461538462,1.57894736842,1.31538461538,0.7,0.653846153846,1.55263157895,1.35128205128
jellyfish-190sw,C90,12,0,0,0,0,2920,0.598658;0.626315789474,0.8,0.694736842105,0.835897435897,0.652631578947,0.787179487179,0.726315789474,0.794871794872,0.557894736842,0.705128205128,0.705263157895,0.738461538462
jellyfish-190sw,MAX_CPU_N,12,3,0.0894736842105,0.0368421052632,0.00921052631579,2980,0.598658;1.01052631579,0.935897435897,0.7,0.648717948718,1.08947368421,0.882051282051,0.605263157895,0.579487179487,1.01052631579,0.833333333333,0.736842105263,0.558974358974
jellyfish-490sw,WATERFALL,13,3,0.00769230769231,0.00555555555556,0.00128205128205,7420,22.446987;0,1.00512820513,0.989473684211,0.996153846154,0,1.0,0.968421052632,0.996153846154,0,0.992307692308,0.981578947368,0.992307692308,0.894736842105,1.00769230769,0.876315789474,1.00384615385
jellyfish-490sw,BALANCED,16,8,1.17368421053,0.717763157895,0.358881578947,7730,0.664782;2.04736842105,0.948717948718,1.25789473684,0.641025641026,2.10526315789,0.9,1.36842105263,0.628205128205,2.14210526316,0.941025641026,1.29473684211,0.697435897436,2.17368421053,0.910256410256,1.35263157895,0.65641025641
jellyfish-490sw,MAX_CPU,16,8,1.14210526316,0.934564777328,0.467282388664,7560,0.664782;0.957894736842,0.858974358974,1.91052631579,1.82564102564,0.936842105263,0.830769230769,2.14210526316,1.81025641026,1.0,0.846153846154,2.13684210526,1.88717948718,0.994736842105,0.851282051282,1.99473684211,1.76923076923
jellyfish-490sw,C90,16,9,0.152631578947,0.0676563202879,0.0380566801619,7540,0.664782;0.852631578947,1.00256410256,1.02105263158,1.04615384615,0.852631578947,0.946153846154,1.03157894737,1.10256410256,0.947368421053,0.920512820513,1.04210526316,1.11282051282,0.878947368421,0.94358974359,1.15263157895,1.09743589744
jellyfish-490sw,MAX_CPU_N,16,9,0.489473684211,0.256305293147,0.144171727395,7700,0.664782;1.39473684211,1.17179487179,0.942105263158,0.764102564103,1.29473684211,1.13076923077,0.915789473684,0.882051282051,1.42631578947,1.19487179487,1.05789473684,0.817948717949,1.48947368421,1.14615384615,0.915789473684,0.851282051282
jellyfish-90sw,WATERFALL,3,0,0,0,0,650,2.647479;0,0,0,0.989743589744,0,0.133333333333,0,0.980769230769
jellyfish-90sw,BALANCED,8,2,0.136842105263,0.0921052631579,0.0230263157895,1470,0.584822;1.04736842105,0.582051282051,0.757894736842,0.292307692308,1.13684210526,0.582051282051,0.673684210526,0.312820512821
jellyfish-90sw,MAX_CPU,8,3,0.263157894737,0.161853351327,0.0606950067476,1430,0.584822;0.521052631579,0.446153846154,1.17368421053,1.04871794872,0.494736842105,0.484615384615,1.26315789474,0.974358974359
jellyfish-90sw,C90,8,0,0,0,0,1290,0.584822;0.510526315789,0.535897435897,0.531578947368,0.566666666667,0.484210526316,0.594871794872,0.515789473684,0.566666666667
jellyfish-90sw,MAX_CPU_N,8,0,0,0,0,1390,0.584822;0.689473684211,0.682051282051,0.489473684211,0.433333333333,0.778947368421,0.64358974359,0.594736842105,0.430769230769
jellyfish-370sw,WATERFALL,10,3,0.00512820512821,0.0042735042735,0.00128205128205,5270,33.005881;0,0.976923076923,0.989473684211,0.992307692308,0,1.00512820513,0.926315789474,1.00256410256,0,1.00512820513,0.926315789474,0.997435897436,0.921052631579
jellyfish-370sw,BALANCED,13,7,1.08947368421,0.7,0.376923076923,5800,0.610163;2.01578947368,0.876923076923,1.33684210526,0.630769230769,2.08947368421,0.787179487179,1.28947368421,0.564102564103,1.96315789474,0.858974358974,1.35263157895,0.592307692308,1.85263157895
jellyfish-370sw,MAX_CPU,13,7,0.978947368421,0.747175631386,0.402325339977,5550,0.610163;0.878947368421,0.858974358974,1.97894736842,1.85641025641,1.02105263158,0.810256410256,1.96315789474,1.80512820513,0.921052631579,0.815384615385,1.81578947368,1.78974358974,0.921052631579
jellyfish-370sw,C90,13,5,0.115789473684,0.0719298245614,0.027665317139,5500,0.610163;0.836842105263,0.971794871795,0.952631578947,1.02051282051,0.821052631579,0.920512820513,1.11052631579,1.03333333333,0.852631578947,0.95641025641,1.11578947368,1.07948717949,0.889473684211
jellyfish-370sw,MAX_CPU_N,13,7,0.368421052632,0.218893387314,0.117865670092,5720,0.610163;1.27894736842,1.05384615385,0.789473684211,0.838461538462,1.28947368421,1.09487179487,0.873684210526,0.887179487179,1.36842105263,1.12564102564,0.989473684211,0.828205128205,1.32105263158
fattree-661sw,WATERFALL,32,0,0,0,0,37470,114.190853;0,0.984615384615,0.947368421053,0.992307692308,0,0.976923076923,0.947368421053,0.976923076923,0,0.976923076923,0.976315789474,0.992307692308,0,0.982051282051,0,0.991025641026,0,0.923076923077,0.947368421053,0.971794871795,0,0.866666666667,0.973684210526,0.976923076923,0,0.984615384615,0.973684210526,0.971794871795,0,0.887179487179,0.952631578947,0.971794871795,0,0.979487179487,0.952631578947,0.988461538462,0.631578947368,0.984615384615,0.957894736842,0.992307692308,0,0.979487179487,0.947368421053
fattree-661sw,BALANCED,43,22,1.08421052632,0.564593301435,0.288861689106,38920,0.777727;2.05789473684,0.923076923077,1.28421052632,0.484615384615,1.98421052632,0.771794871795,1.10526315789,0.6,2.01052631579,0.825641025641,1.28947368421,0.630769230769,2.08421052632,0.771794871795,1.04210526316,0.6,2.01052631579,0.828205128205,1.34736842105,0.484615384615,1.85789473684,0.884615384615,1.05263157895,0.630769230769,2.08421052632,0.776923076923,1.34736842105,0.484615384615,1.91052631579,0.923076923077,1.04736842105,0.574358974359,1.88421052632,0.887179487179,1.34736842105,0.6,1.43157894737,0.887179487179,1.05263157895,0.6,2.08421052632,0.812820512821,1.10526315789
